Unnamed: 0,Country,Coronavirus Information,Quarantine Information,Travel Sentiment Score,Date
106,kuwait,"
 The Kuwait Government has announced the partial reopening of the International Airport from 1 August.  British citizens are allowed to enter Kuwait if they hold valid Kuwait residency visas and a negative PCR test, conducted no more than 96 hours before acceptance on the flight to Kuwait. The test result should be in English.  For further information please refer to  the guidance on getting a COVID-19 test  or an accredited private facility. 
 On entry to Kuwait you will need to self-isolate for 14 days in your home. 
 You will not be allowed to enter Kuwait if, in the preceding 14 days, you have been in a country Kuwait considers high risk for COVID-19.  This list is regularly updated: you should follow @Kuwait_dgca on Twitter for details of the latest countries on the list. 
",MISSING DATA,0.4422305822372437,2020-10-26
107,kyrgyzstan,"
 Entry to Kyrgyzstan 
 British Passport holders are able to enter Kyrgyzstan. A negative PCR test from no more than 72 hours before your arrival by air, or 120 hours by land, is now required for foreign citizens to enter Kyrgyzstan. If your journey is delayed and your results are outside the 72 hour period you will need to have a further PCR test on arrival. Requirements could change at short notice. Check with your airline before travel. For any questions on entry or exit requirements you should contact the relevant Kyrgyz authorities on +996 312 881 618. 
 You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 Passengers will have their temperature tested on arrival. However if you are showing symptoms of Coronavirus you may be taken to state medical facilities. You are likely to be subject to temperature checks, and other medical observation on arrival, and could be asked to self-isolate at home. You may also be asked to download a smartphone application at the airport. 
 For any questions on visa and registration requirements, you can contact the Kyrgyz visa service for information on your individual circumstances at  e-visa@mfa.gov.kg  or +996 312 66 30 70 and +996 702 42 88 65 (WhatsApp). 
 There is no registration requirement for British nationals entering Kyrgyzstan under the visa free regime intending to stay less than 60 days. Foreign citizens can currently stay in Kyrgyzstan indefinitely without a visa, even if registration has expired. 
 Visas 
 The Kyrgyz government has announced that foreign citizens and stateless persons can currently stay in Kyrgyzstan indefinitely without a visa, even if registration has expired. If you need to extend your period of stay on the basis of obtaining a visa (work permit, family ties, or other grounds) the visa centre is willing to consider the possibility of obtaining visas without leaving the Kyrgyz republic. 
 Under the current circumstances visa processing is likely to face significant delays. If you are outside Kyrgyzstan and have an application waiting for consideration please email the Kyrgyz Visa Centre at  e-visa@mfa.gov.kg . 
 If you need further information about entry requirements or visa issues, visit the  MFA visa website  or contact the local immigration authorities. 
 Although visa centre offices are closed to the public, you can contact the Kyrgyz visa service at e- visa@mfa.gov.kg  or +996 312 66 30 70  and +996 702 42 88 65 (WhatsApp), the phone line is open on weekends and during public holidays during the current emergency situation. 
 For the latest information on new measures introduced by the Kyrgyz government, see the  Kyrgyz government official website , and the  Coronavirus response team telegram channel  (Russian and Kyrgyz only). 
 You should also be aware that neighbouring Kazakhstan has now introduced visa requirements for foreign nationals. See more information on  the Kazakhstan Travel Advice Page 
",MISSING DATA,0.4240274429321289,2020-10-26
108,laos,"
 Entry to Laos 
 The Government of the Lao PDR has suspended the visa on arrival service at all international entry points. No visas are being issued to people travelling from a country with cases of COVID-19, including the UK. However, the Lao authorities may consider granting special entry permission for foreigners (experts, technicians and foreign nationals that are required for essential projects) who wish to come to Laos. 
 Entry procedures for Laos visa-holders: 
 
 All foreigners must present a Certificate of Entry (issued by the MFA); a completed Health Declaration form; and a ‘Fit to Fly’ Certificate issued no more than 72 hours prior to travel.  You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test 
 All arrivals will be subject to a free COVID-19 test. Positive cases will be admitted to hospital for treatment 
 All negative cases have to undergo 14 days quarantine at designated locations (with all expenses covered by individuals or their organisations/companies). 
 The application form for the health declaration is available on the official website for the  Ministry of Foreign Affairs . 
 Due to the impacts of coronavirus the Ministry of Foreign Affairs will continue to extend visas in country and be flexible if visas cannot be extended before the due date for operational reasons because of the new regulations. 
 Screening on arrival 
 There is compulsory free testing for COVID-19 on arrival in Laos. Those testing positive will be admitted to hospital for treatment. 
 Enhanced health screening is in place and border crossings between Laos, Thailand, Cambodia, and Vietnam are closed. You should allow additional time to include this possibility and check with your airline if travelling by air. 
 Anybody travelling to Laos with a fever, cough or difficulty breathing, and a travel history from coronavirus affected countries, will be isolated in hospital and tested. The hospitals being used are Mittaphab, Mahosot, Setthathirath and the National Military Hospital (103). 
","
 All arrivals testing negative for COVID-19 will have to undergo 14 days quarantine at designated locations, which include hotels (with all expenses covered by individuals or their organisations/companies). 
 Testing on departure 
 There is no compulsory COVID testing on departure from Laos. Please check all conditions of air ticket purchases carefully with airlines as some may require evidence of a negative COVID test to travel. 
",0.31786251068115234,2020-10-26
109,latvia,"
 Direct commercial flights between Latvia and the United Kingdom have resumed. Details of flights can be found on airlines’ websites. 
 From 12 October, everyone who intends to enter Latvia is required to  complete and submit an electronic form  no earlier than 48 hours before entering Latvia. Further information is available on  the Latvian Government’s COVID-19 website . 
","
 Asymptomatic travellers arriving in Latvia from a country (or who have been in a country in the previous 14 days) where the cumulative incidence of COVID-19 cases in 100,000 of population over the previous 14 days exceeds that of Latvia are required to self-isolate for 10 days after leaving that country. These countries are listed in the table of comparative epidemiological data published every Friday on the  Latvian Centre for Disease Prevention and Control website . On 14 August the UK was added to the list of countries from which arrivals are required to self-isolate. From 17 September the period of self-isolation is reduced from 14 days to 10 for asymptomatic travellers. Travellers who have been in contact with a COVID-19 infected person or who work in Latvia in the medical professions, as teachers, or as social workers are still required to self-isolate for 14 days. 
 Further details on self-isolation are on the  Latvian Centre for Disease Prevention and Control  website and the  Latvian Government’s COVID-19 website : 
 
 if you are required to self-isolate you must carefully monitor your health for the period of self-isolation, including by taking your body temperature twice a day (in the morning and evening) 
 if you experience mild flu-like (increased body temperature, cough, sore throat) symptoms for at least two days you should call 8303. The dispatcher will then evaluate on a case-by-case basis and refer you to a testing point or send a medical unit to you if you are unable to travel to a testing point 
 in case of sudden onset of at least one of the following symptoms – dry cough, fever, shortness of breath – restrict contact with people nearby, but in case this is not possible, keep a distance of at least two metres from them, and call 113 immediately (State Emergency Medical Service). 
 If you have arrived in Latvia and are self-isolating but wish to leave Latvia before the end of your self-isolation period you should call the Latvian State Police on 110 and let them know of your intended departure. 
 Keep up to date with information from your tour operator, transport or accommodation provider on the impact on any existing travel plans. 
 Neighbouring countries 
 Check country-specific  FCDO  Travel Advice  for details of travel restrictions in the neighbouring countries Estonia and Lithuania. 
 You should follow the local quarantine measures of the country that you are in. 
",0.4579296410083771,2020-10-26
110,lebanon,"
 Entry to Lebanon 
 Beirut’s Rafik Hariri international airport re-opened on 1 July with initially limited capacity of 2,000 passengers daily and limited flights. 
 All passengers travelling to Lebanon must fill this  health declaration form online  before departure, as required by the Lebanese Ministry of Public Health (MoPH). 
 Passengers travelling to Lebanon, except military personnel, diplomats, members of international organizations, UNIFIL and members of the Lebanese National Social Security Fund or staff cooperative, need to possess an insurance policy that is valid for the duration of their stay in Lebanon, covering all costs of treatment for Coronavirus on Lebanese territory. Alternatively, the policy can be obtained at the insurance counters upon their arrival at Rafik Hariri International Airport-Beirut 
 Certificate requirements and measures within Lebanon 
 If you’re travelling to Lebanon, you are required to take a PCR test at a laboratory certified by local authorities  96 hours before you travel, and to show the result at check-in at your departure airport. If you do not have a negative PCR test result within this time frame and in an approved form (paper or email, not SMS), you will not be allowed to board your flight to Lebanon. Children under 12 are exempt from this requirement. You must also  fill in an electronic form  issued by the Government of Lebanon before departure. 
 You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 Any passenger who shows symptoms of illness including COVID-19 will not be allowed to board the aircraft. 
 Passengers who left Lebanon for a period not exceeding one week are not required to do a PCR test before departure, but will be subject to a PCR test in Lebanon. 
 Self-isolation requirements and tests after arrival 
 From 23 September, if you have travelled from a country where the Government of Lebanon considers PCR tests to be accurate (which includes the UK), you must take an additional PCR test within 72 hours of your arrival.  You must also self-quarantine before the test and whilst waiting for your results. If  your second test result comes back negative, you are able to end your quarantine. If your test is positive, follow Lebanese government advice. If you do not wish to take a second PCR test, you can instead choose to quarantine at your accommodation for 10 days, from the date of your arrival. 
 If you have travelled from Syria, Turkey and all African countries, you must proceed to your accommodation and quarantine for 48 hours, until you receive the results of a PCR test conducted at the airport. 
 All Lebanese and resident foreigners arriving from Iraq must proceed to your accommodation and quarantine for 72 hours. Within 72 hours of your arrival, you must take a second PCR test at your own expense. Should your second test results come back negative, you are able to end your quarantine. 
 All other arrivals from Iraq (except Lebanese and resident foreigners) must have a pre-paid hotel booking for 72 hours in a Government of Lebanon-approved hotel, before you travel. On arrival, you must quarantine in one of these hotels for 72 hours during which time a PCR test will be conducted. You will not be allowed to leave the quarantine hotel until you receive the second test result. 
 However, the Lebanese government is keeping these measures under review and they may change at short notice. You must comply with any amended regulations for testing and self-isolation. You should check with your airline and the Embassy of Lebanon in the country you are travelling from before travel. 
 Transit passengers 
 There are no testing or additional COVID-19 related procedures required for transiting travelers. Passengers with a short transit time will be allowed to proceed directly to their gate, those with a longer transit time will have to wait at a designated gate where a cafeteria is available. 
",MISSING DATA,0.443113386631012,2020-10-26
111,lesotho,"
 Entry to Lesotho 
 SAA Airlink flights between Maseru and Johannesburg Airport have been suspended. 
 The border crossing points at Maseru Bridge, Caledonspoort (Butha Buthe), Maputsoe Bridge, Qacha’s Nek Bridge and Vanrooyens Gate (Mafeteng) are open for specific categories of traveller. Entry and exit is permitted for essential services and trade. The Lesotho Government has announced that five additional categories of people will be permitted entry and exit from 1 October:  business people, students, people with permits to live and work outside Lesotho, the critically ill and people with special needs. 
 Movement of other persons in or out of Lesotho is still prohibited. 
 Individuals wishing to enter or exit Lesotho require a negative COVID-19 test taken no more than 72 hours before their arrival.   You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 Basotho students studying in South Africa are exempt, and special regulations apply for truck drivers.  Basotho nationals and residents who exit Lesotho with a negative COVID-19 certificate will be permitted to re-enter within 7 days of the original test. 
 Transiting via South Africa 
 All visitors to Lesotho must travel through, or transit via, South Africa. 
 South Africa has put in place travel restrictions and visa requirements for individuals from countries affected by coronavirus, including the United Kingdom. Follow our   travel advice for South Africa   and consult your nearest South African High Commission. 
 Screening on arrival 
 Everyone entering Lesotho will be screened for coronavirus. 
 Individuals entering Lesotho must provide evidence of a negative COVID-19 test, taken no more than 72 hours prior to their arrival. 
 You should comply with any additional screening measures. 
","
 All individuals who have been in coronavirus-affected areas within the past 14 days, including the UK, are required to self-quarantine at their permanent or temporary place of residence for 14 days.  This may be monitored by health officials. This self-isolation period may be required to take place in a government-nominated hotel at the visitor’s expense. 
 Anyone showing symptoms of coronavirus will be required to self -isolate at their permanent or temporary residence or may be placed in an isolation facility in a government hospital at their own expense. 
 Data collection 
 Anyone permitted to enter Lesotho will be required to provide details of where they will be staying during the compulsory quarantine. 
 If you need further information about entry requirements, contact the local immigration authorities or the nearest Lesotho High Commission. 
",0.3940855264663696,2020-10-26
112,liberia,"
 Entry to Liberia 
 Roberts International Airport (RIA) has reopened for commercial flights as of 28 June. However, airlines will not resume normal scheduled services immediately. Brussels Airlines is operating a reduced flight schedule.  Other airlines have not confirmed planned flights. If you wish to travel, you should contact your airline or travel agent for confirmation of flight schedules. 
 Currently all land borders (with Sierra Leone, Guinea and Côte d’Ivoire) are closed to travellers. Ports remain open. 
 Testing / screening on arrival 
 All travellers arriving in Liberia will be screened for the coronavirus.  On arrival at entry points, staff will check your temperature and you must wash your hands with soap and water. If you display symptoms of coronavirus, public health officials may take you to a quarantine facility.  In Roberts International Airport, you must stand in marked spaces within the terminal to allow for social distancing. 
 Passengers entering Liberia have two options for COVID-19 testing. Government of Liberia strongly encourages travellers to be tested before arrival in Liberia. You can have a COVID-19 PCR test at your point of departure within 72 hours before your arrival in Liberia. If you present a negative PCR test result on arrival in Liberia, you will be allowed entry with symptom monitoring via USSD or mobile app. 
 You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 If you do not do a pre-departure PCR test before your arrival in Liberia, you will be tested on arrival. You will have to do a Rapid Test, and a swab will be collected for PCR test processing. If your Rapid Test result is negative, you will be allowed entry with symptom monitoring via USSD or mobile app. 
 If your Rapid Test result is positive, you will be taken to a government quarantine facility pending your PCR test result. Sample processing could take several days. If your subsequent PCR result is positive you must remain in government quarantine. It is likely you will have to remain in quarantine until you have two consecutive negative PCR results. Quarantine may last 14 days or longer. 
 You should be prepared for travel restrictions, and changes to screening and precautionary observation requirements with no advance notice. 
","
 There is a high risk for British nationals of being put into 14 days of quarantine, either on arrival or during your trip to Liberia. Liberian Precautionary Observation Centre (POCs) are basic, and not guaranteed to meet Public Health England standards. 
 You are at risk of being put into quarantine or instructed to self-isolate for 14 days even after you have arrived in Liberia, if you develop symptoms (fever, cough or respiratory illness), or it is suspected you have been in contact with some who has tested positive for coronavirus. If you test positive for COVID-19, you may be transferred to a government treatment centre. You are strongly advised to familiarise yourself with these risks before travelling. 
 All foreign citizens in quarantine or self-isolation will have their passports removed and held by the National Public Health Institute of Liberia (NPHIL) for 14 days. You will be given a copy of your passport to retain whilst in quarantine. 
 If you are travelling on behalf of government, an international organisation/NGO or a company, you should check with your organisation whether they have pre-arranged a private POC, i.e. quarantine facility, authorised by NHPIL. The British Embassy cannot provide POC facilities. If you show symptoms, you may be transferred to quarantine or a government treatment centre 
 Visitors arriving on a laissez-passer (except UN or EU), may also be taken to quarantine for secondary screening. Any suspicion of illegal attempts to circumvent the process will result in 14 days of quarantine. 
 Leaving Liberia 
 Before departure from Liberia, you’ll need a negative COVID-19 test result, and a travel certificate issued by the  National Public Health Institute of Liberia (NPHIL) : 
 
 You must go to an NPHIL COVID-19 sample collection site at least 72 hours before your travel date, to give a sample for PCR testing. Call the COVID-19 Hotline on 4455 for collection site details. 
 You must also apply for a travel certificate at least 72 hours before your travel date. You should call the COVID-19 Hotline on 4455 and provide the following information: full name as in passport; contact number; email; your sample collection details; and your preferred method for collecting test result and certificate (hard copy or electronic). 
 Certificates processed on weekends and holidays will only be delivered electronically. Certificates processed on working days can be delivered electronically or in hard copy. You will only receive a travel certificate if your test result is negative. You will be notified if your test result is positive or negative. 
 The Government of Liberia is currently reviewing testing policies for travellers wishing to leave Liberia. Testing protocols could change at short notice. You should monitor this travel advice for updates, contact your airline before travel, and consult government sources for announcements (see  Further information ). 
 Data collection 
 On arrival in Liberia, you must register for symptom monitoring and contact tracing by providing a mobile phone number for USSD messaging or mobile app. 
 Visas 
 If you are unable to leave Liberia and your visa is due to expire, you must apply for an extension. The maximum extension period is 60 days. It is only possible to extend your visa once. To apply for an extension in Monrovia, you should visit the Immigration Office at Gbarngaye’s Town, 24th Street, Sinkor. The office is open 9am to 3pm, Monday to Friday. You should ask for the Registration Section. 
 You must bring your passport and pay a fee of US$25. If you are staying outside Montserrado County, you should contact your local Immigration Office to seek a visa extension authorised by the Immigration County Commander. If you have already extended your visa once and it is due to expire, you must apply for a residence permit. In this case, please contact the British Embassy for advice by emailing  Monrovia.GeneralEnquiries@fcdo.gov.uk 
",0.5734432935714722,2020-10-26
114,liechtenstein,"
 Entry to Liechtenstein 
 The borders with Switzerland and Austria have reopened but inspections may be in operation. 
 You may wish to check our Travel Advice for  Switzerland  and  Austria . 
 Immigration and customs 
 Switzerland handles immigration and customs matters for Liechtenstein. Entry requirements are the same as for Switzerland. There is an open border between Switzerland and Liechtenstein. 
 Entry in to Switzerland from the United Kingdom is permitted for British nationals and nationals of EU and EFTA countries. Family members of UK/EU/EFTA nationals regardless of nationality are also permitted. There are restrictions on entry to Switzerland for other nationals travelling from the UK. 
 You may also wish to check our  Travel Advice for Switzerland  for entry requirements. 
","
 Quarantine measures, which are in force in Switzerland also apply to Liechtenstein. 
 From 28 September, travellers who have visited the UK in the past 10 days will be required to quarantine for 10 days on entry to Liechtenstein, regardless of nationality. 
 Travellers entering Liechtenstein from certain countries have to quarantine for ten days, regardless of nationality. 
 You may also wish to check our  Travel Advice for Switzerland  for further information on quarantine requirements. 
 Further information, including a full list of countries subject to these requirements, is available on the  website of the Swiss Federal Office of Public Health . 
",0.5505093336105347,2020-10-26
115,lithuania,"
 Entry to Lithuania 
 British nationals resident in the UK will need to self-isolate for 14 days on arrival in Lithuania. British nationals travelling to Lithuania by air, sea, bus or train from any overseas destination, including the UK, will need to complete an  online registration form  prior to arrival. 
 People arriving in Lithuania by private vehicles or on foot must complete the online registration form within 12 hours of arriving in Lithuania. 
 On arrival in Lithuania from a country designated as affected by COVID-19, you must self-isolate for 14 days. Information on countries designated as affected is updated weekly and can be found on the  Lithuanian Government Korona Stop website 
 The self-isolation period can be shortened from 14 to 10 days if you gain a negative COVID-19 PCR test on or after your 8th day of self-isolation.  You can register for a PCR test by calling the COVID-19 hotline on +370 37367 963. The hotline is open daily between 8 am and 11 pm.  You must not use public transportation to travel to the testing centre. 
 Arrivals from Poland and Estonia are not required to self-isolate when travelling for work, studies, agricultural activities or health care. 
 The movement of goods is not restricted. 
","
 British nationals resident in the UK must self-isolate for 14 days on arrival in Lithuania. 
 British nationals travelling to Lithuania from a country designated as affected by COVID-19 must self-isolate for 14 days. The list of countries from which self-isolation is required is published on the  Lithuanian Government Korona Stop website . 
 The self-isolation period can be shortened from 14 to 10 days if you gain a negative COVID-19 PCR test on or after your 8th day of self-isolation.  You can register for a PCR test by calling the COVID-19 hotline on +370 37367 963. The hotline is open daily between 8am and 11pm.  Please note that the option to shorten isolation does not apply to those who are known to have had contact with a confirmed COVID-19 case in the last 14 days. 
 You must not use public transportation to travel to the testing centre. If you do not have access to a private vehicle, you will need to travel to the testing centre by taxi. You are advised to check at the time of booking whether the taxi company is able to take you to a testing centre, as some taxis may not have the precautions in place to provide this service. 
 While in isolation, you must: 
 
 not leave your place of isolation without the permission of a healthcare professional; 
 not attend public gatherings, shops or public services; 
 not have guests/visitors; 
 organise for essential provisions to be delivered by friends, family or delivery services; 
 consult with a GP by phone/email to arrange extensions to prescriptions; and 
 call the Emergency Response Centre on 112, or COVID-19 hotline on +370 37367 963, if you develop symptoms of COVID-19. The hotline is open daily between 8am and 11pm. 
 While in isolation, you may be contacted by Lithuanian health officials. 
 The Lithuanian Government advises against isolating in properties shared by others who have not travelled from a high risk country. If this is not possible, you should stay in separate, well-ventilated rooms, restrict your movement within the home and minimise use of common spaces. 
 Those self-isolating on arrival from a country deemed high risk, but who are not known to have had contact with a confirmed COVID-19 case and do not have COVID-19 symptoms, may go for walks within a 1km radius of their place of isolation. You must wear a covering on your face and mouth, avoid contact with other people and not enter public buildings (such as shops, restaurants or museums) or attend public events. If you are contacted by Lithuanian health officials while on a walk, you must return immediately to your place of isolation. 
 British nationals needing to temporarily break isolation, may  submit a request to Lithuanian National Public Health Centre (NVSC)  at least 7 days in advance. Individuals registering for a COVID-19 PCR test through the COVID-19 hotline do not require separate permission to attend the test from the NVSC. 
 British nationals needing to leave Lithuania before the end of your isolation period in order to return to the UK/your country of residence for medical treatment must  inform the NVSC  at least 24 hours before departure. 
 Failure to comply with self-isolation requirements could result in a fine of between 60 and 1,500 Euros. 
 Neighbouring countries 
 There may be restrictions in countries neighbouring Lithuania. Please check country-specific  FCDO  Travel Advice for details and contact the British Embassy if you need assistance. 
 You should follow the local quarantine measures of the country that you are in. 
 Visas 
 If you need further information about entry requirements, contact the local immigration authorities or the nearest Lithuanian embassy/consulate. You should also check with your airline or travel company for the latest information. 
",0.4571926891803742,2020-10-26
117,macao,"
 Entry to Macao 
 The Macao government has announced that all travellers arriving in Macao, who are not residents of Macao, Hong Kong, Taiwan or mainland China, will be denied entry. 
 Residents of Hong Kong, Taiwan or mainland China who have travelled overseas in the 14 days prior to their arrival will also be denied entry. 
 All air passengers, including Macao residents, must obtain a certificate confirming that they have tested negative for coronavirus within the last 7 days before they are allowed to board their flight to Macao. All air passengers will also have their temperature checked before boarding flights, and will be refused boarding if they have a fever. 
 Testing/screening on arrival  
 As of 3 May, Macao has introduced a QR three-colour code system, which replaces the previous digital health declaration required at border checkpoints and for entering public administration premises, casinos and other venues. The new code requires its registrants to confirm whether they have been in COVID-19 quarantine at home or in a government-run facility and consists of three colours: red, yellow, green. Visitors receiving red or yellow codes may be subject to testing, hospitalisation or restrictions on their movements. 
 Screening on departure 
 All air and ferry passengers departing from Macao must present a certificate confirming that they have tested negative for COVID-19 within seven days of their departure. 
 Travellers from Macao to Guangdong must present negative test results for COVID-19 issued by either Taipa Maritime Terminal or the Conde de Sao Januario Hospital only. Travellers presenting negative results from any other hospital or clinic will not be allowed to cross the border. 
","
 Residents of Hong Kong, Taiwan or mainland China who have visited Hong Kong or Taiwan in the 14 days prior to entry will be subject to 14 days of medical surveillance in a designated centre. 
 Macao residents who have been overseas or to Hong Kong or Taiwan in the 14 days prior to entry will be subject to 14 days of medical surveillance in a designated centre. 
 Transiting Macao 
 As of 3 May, two of Macao’s mainland border crossing points have resumed normal service. Macao’s Barrier Gate checkpoint at the Zhuhai land border is operating between 6 am and 1 am daily. The Macao-Zhuhai checkpoint on the Hong Kong-Zhuhai-Macao Bridge is also operating between 8 am and 10 pm. Private cars are allowed to access these two border crossings. 
 Transit services are suspended at Macao International Airport. 
 All other crossings between Hong Kong and Macao have ceased until further notice. 
",0.29276931285858154,2020-10-26
118,madagascar,"
 Madagascar has suspended almost all routine international flights until further notice. Cruise ships are not currently permitted to berth in Madagascar’s ports. 
 To enter Madagascar you will need to provide proof of a negative coronavirus test taken within 72 hours of travel. You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 You will also be required to take a test at Ivato International Airport and to self-isolate at your own expense until the test result is received (typically 4 – 5 days).  If the test is positive, you may be required to go to a state-mandated facility for treatment. 
",MISSING DATA,0.454327791929245,2020-10-26
119,malawi,"
 Entry to Malawi 
 On 1 September Malawi re-opened it’s airspace to a limited number of weekly commercial flights. 
 Entry to Malawi, via land borders,  continues to be prohibited except for Malawian nationals and foreign nationals with valid residency visas for Malawi. 
 No animals (domestic pets) are permitted to enter or leave the country at this time. 
 Testing/screening on arrival 
 If you’re eligible for entry, you will need to provide proof of a negative COVID-19 test taken within 10 days of arrival. You may also be tested for COVID-19 on arrival at your own expense.  Passengers may be required to remain at the airport or a testing centre until their COVID-19 test results are known, usually within 24 hours. 
 Current information is available from the  Malawi Ministry of Health Facebook page . 
","
 Individuals testing positive for coronavirus on arrival may be taken for treatment at a government facility. 
 All other individuals will be required to self-isolate for 14 days after arrival. Anyone who is unable to self-isolate may be transferred to a local treatment facility for the self-isolation period. Travellers are not permitted to self-isolate in a hotel or lodge. 
 Testing/screening on departure 
 Anyone departing Malawi needs to provide proof that a negative COVID-19 test has been taken within 10 days of departure. Please seek guidance from your local medical provider on how you can obtain a COVID-19 test. Mandatory COVID-19 testing will also take place on departure if you fail to produce a valid negative test certificate or if the airport staff judge you to display COVID-19 symptoms. This test will be at your own expense. 
",0.5334793925285339,2020-10-26
120,malaysia,"
 Entry to Malaysia 
 Entry to Malaysia for British nationals is prohibited.  Some exemptions may apply, including: British nationals with permanent resident status, resident pass, My Second Home Programme (MM2H) pass, expatriates of all categories, including professional visit passes as well as dependants pass, spouse to Malaysian nationals (spouse visa) and students and temporary employment passes. 
 The situation is changing regularly, and any British national who wishes to enter Malaysia will need to seek permission from the local Malaysian Embassy/High Commission or the Immigration Directorate before travelling. 
 If you normally reside in Malaysia and wish to seek further guidance, contact the Malaysian High Commission or Embassy in the country you currently stay for further guidance and your airline and keep up to date with developments, including this travel advice. You may be required to complete an application on the  MYTravelPass online platform . You should speak to  the local Malaysian authorities for further guidance. 
 Transiting Malaysia 
 You can transit via Kuala Lumpur International Airport (KLIA) as long as you remain airside. 
 Transit that requires passage through immigration (to collect bags, or to move between the two Kuala Lumpur terminals - KLIA and KLIA2) is not possible, unless you meet the general immigration requirements above. 
 Testing/screen on arrival 
 You may be required to take a COVID-19 test on arrival (even if you have a negative test from your country of origin) and on completion of your quarantine. If you have an onward domestic flight in peninsular Malaysia, you will undergo quarantine in Kuala Lumpur. Any onward flight to a regional airport will need to be booked at a later date. 
","
 Anyone (including British nationals) who gets permission to enter the country under the immigration rules mentioned above will be obliged to enter quarantine for 14 days at a designated Government facility. You will need to meet all costs associated with your quarantine. You will be required to download the MySejahtera app. 
 If you are travelling to East Malaysia (Sabah or Sarawak) please consult the Malaysian High Commission/Embassy and your airline as regards quarantine procedures and onward travel from Kuala Lumpur to these provinces. Sabah and Sarawak have additional immigration rules in place. You will only be permitted to enter if you have permanent residence or an employment pass in the relevant state. 
 Data collection 
 You will be required to download the MySejahtera app. 
",0.2950428426265717,2020-10-26
121,maldives,"
 Entry to Maldives 
 All cruise ships are currently banned from entering and docking in the Maldives. Entry of all safari boats, yachts and other passenger vessels arriving to Maldives from an overseas location is restricted indefinitely. Speak to your tour operator for further information. 
 Screening on arrival 
 Maldives reopened its borders on 15 July. 
 Effective from 10 September, all tourists and short term visitors must present a negative PCR test for COVID-19 on arrival to Maldives. The test and negative PCR certificate must be issued no more than 96 hours prior to departure. You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 All travellers to the Maldives must fill in a  Traveller Health Declaration form  24 hours before departure to the Maldives. 
 All passengers and airline crew are also required to complete an Immigration Arrival Card when arriving in the Maldives. 
 Temperature checks and screening procedures will be in place on arrival. Quarantine facilities have been set up to isolate any suspected cases of COVID-19. Travellers presenting symptoms of COVID-19 upon arrival will be subjected to a PCR test at the traveller’s cost or at the cost of the tourist facility where the traveller is booked to stay in the Maldives. Additionally, local health authorities may conduct random testing, at no cost to travellers. 
","
 All non-tourist passengers travelling to Maldives by air (such as residents and returning students) are required to self-isolate for 14 days and register on the  Haalubelun portal . 
 These requirements do not apply to tourists and the Government has said it has no plans to quarantine tourists on arrival. 
 Data collection 
 All visitors to Maldives are encouraged to install the contact tracing application ‘Trace Ekee’ upon or before arrival into the country. 
 Testing on departure 
 Testing services are available in the Maldives for tourists who require COVID-19 test results to return to their countries of origin or another destination. 
",0.550116240978241,2020-10-26
122,mali,"
 Entry to Mali 
 You should check with your travel provider before going to the airport. 
 You need a visa to enter Mali. You can apply for single and multiple entry visas from the Embassy in Paris. There is no consulate in London. 
 Testing on arrival 
 To enter Mali you will either need to present a negative COVID test certificate less than 72 hours old or be tested on arrival at the airport. While waiting the test results, you will either have to isolate at home or in a hotel. If you test positive, you will be made to go to government designated facilities. Even if a negative test is presented and you show symptoms, you will be made to isolate until a negative test is obtained. 
","
 If you do not present a negative test that is less than 72 hours old on arrival, you will be tested and will be made to isolate at home or in a hotel while waiting for the test results. If you are showing symptoms, or testing positive on arrival, you will be made to go to government designated facilities, until a negative test is obtained. 
 Testing on departure 
 On departure, it is likely that the Government will implement further tests and temperature checks. 
",0.5578104853630066,2020-10-26
